member_number,ssn,first_name,last_name,dob,address,city,state,zip,phone,join_date,checking_balance,savings_balance
631515,686-58-6886,BRANDY,TORRES,1995-07-31,69032 MAY KNOLL SUITE 132,ORTIZMOUTH,WV,79495,4803245598,2019-04-26,1593.66,23443.61
206766,389-19-5379,MCKENZIE,JACKSON,1968-10-28,498 SCOTT POINT SUITE 862,SOUTH NICOLAS,WV,08206,5889447408,2017-12-15,6512.93,3427.04
322850,834-50-7749,CHRISTINE,BRADLEY,1945-06-04,06983 FRANKLIN STREAM APT. 353,AMBERHAVEN,WV,57785,8704821398,2025-07-25,8924.13,17803.45
946846,768-87-5473,JAMES,ACOSTA,1986-04-07,55033 BRUCE BROOK,WRIGHTPORT,WV,97989,0013673391,2024-12-02,6262.77,4631.6
939049,826-49-5539,MELISSA,CRUZ,1990-10-18,27379 SINGH RIVER,SOUTH ALANMOUTH,WV,39849,+121826746,2023-12-14,6134.24,39489.51
930630,202-75-6392,JENNIFER,SANCHEZ,1969-11-25,151 BENSON ISLE,PORT ASHLEY,PA,41008,5036401535,2016-03-21,7618.58,32848.06
828501,643-87-9958,BAILEY,HARPER,1958-11-12,6720 BRIAN DAM SUITE 028,LAKE WILLIAMBERG,OH,86040,287.794.02,2017-08-10,6944.77,3279.25
457046,777-30-8050,KRISTINE,HOWARD,2005-08-14,2357 ALAN CORNERS APT. 918,NEW JACQUELINE,OH,14549,+161681255,2013-03-10,2376.23,2634.62
728644,659-99-6252,BRIAN,SIMMONS,1941-03-12,83827 ANTHONY STREAM,EAST TONYA,PA,17167,0017612512,2013-12-17,14136.95,34834.59
847575,392-25-3806,LISA,VANCE,2001-09-16,6042 TIFFANY MANOR APT. 460,NEW CHRISTOPHERBURY,PA,01398,9738472435,2021-11-02,12173.14,9483.11
405282,583-13-6457,DAVID,ELLIS,2004-05-18,0866 DONOVAN SQUARE SUITE 224,NEW NATASHACHESTER,WV,72037,784.294.77,2015-02-22,14690.89,32485.65
840340,219-42-5724,ARIEL,HOLDER,2005-10-18,54340 BARBER WELLS,KELLEYVILLE,OH,20268,4562495254,2020-03-28,14140.18,5885.07
227033,401-44-5516,CHRISTOPHER,MARTINEZ,1985-03-12,88182 WRIGHT WALKS SUITE 343,ERICAPORT,OH,66095,721.388.49,2022-10-28,5141.83,48541.05
823002,448-32-4679,NATHAN,GONZALEZ,1990-07-30,230 JEANETTE CENTER,CHERYLHAVEN,WV,56060,5374218600,2017-04-18,4298.11,3989.62
591300,569-59-9586,MARIA,DEAN,2001-08-21,14003 ELLISON MOUNTAINS,EAST DANIELFORT,OH,98482,7972860162,2015-07-11,9662.27,21902.63
602405,663-29-3586,MICHAEL,SMITH,1947-10-15,5358 JASMIN BROOKS,LIVINGSTONSIDE,PA,69770,+187820727,2012-07-17,10669.64,31242.25
789597,186-75-7857,JAMES,LARSON,1991-02-24,7718 TODD VILLAGES APT. 076,NORTH IANPORT,PA,72201,6856578002,2025-01-20,11608.07,24134.38
184131,647-56-4004,FRANCIS,HOLLOWAY,1966-02-28,9685 GREEN SHORES,SMITHMOUTH,PA,89923,+185166913,2013-11-10,10413.09,39534.52
396262,151-19-8326,MICHAEL,KRAUSE,2004-07-14,43198 BECKY HEIGHTS SUITE 813,NORTH KEVINVILLE,OH,97309,8916053021,2020-08-11,14742.63,11816.5
161435,170-44-9393,SHARI,HUFFMAN,1955-06-01,05014 FISHER TRAFFICWAY,SOUTH WILLIAM,OH,77205,7153738551,2018-01-23,8811.1,29900.14
287508,440-12-6632,COREY,COX,1950-02-12,972 JESSICA BROOK,WEST KRISTIN,OH,57534,0015542677,2021-11-30,10220.51,646.91
965080,539-28-5768,TIMOTHY,COOLEY,1990-10-10,031 STEWART FORKS APT. 274,PORT KEVINMOUTH,OH,92995,426.902.92,2017-04-29,5255.69,38837.17
652540,658-27-5406,ROY,TAYLOR,1969-11-16,327 MICHELE SQUARES APT. 538,ALVAREZBERG,PA,47442,+182358687,2022-04-04,9979.59,29919.46
823086,489-77-4489,JORDAN,REED,1941-04-27,3961 CARLSON MISSION,LYNNTOWN,WV,41693,956.770.78,2021-02-28,13193.47,18848.34
333420,175-21-1908,ANTHONY,GUERRA,1975-06-06,73627 HENRY SQUARES,EAST SHERRY,WV,19798,411.217.57,2014-12-06,9815.32,30643.52
909397,893-54-7257,MARY,POWELL,1977-03-25,2169 JARED WALKS,EAST ANTHONY,WV,24117,0018692801,2024-06-02,10930.59,43308.56
524627,470-76-8222,LINDA,MILLER,2002-06-01,50049 JASON LOOP SUITE 244,LANEVILLE,WV,58247,5942763808,2011-07-05,14823.55,48714.2
875380,686-80-4031,NICOLE,GILBERT,1981-04-05,93932 HAYNES TRACE SUITE 281,NEW DAVID,WV,51306,850.949.60,2023-07-17,12726.69,1517.54
114609,858-65-8982,ANGELA,TORRES,2006-01-17,9950 SHARP PARKWAYS SUITE 406,CHANEYCHESTER,WV,03345,4084019290,2023-10-30,4693.65,42194.59
149455,464-26-5406,JOHN,JOHNSON,1957-03-17,322 KRUEGER GATEWAY,EAST ADAM,WV,22491,351.502.55,2019-04-23,2282.18,37127.24
771326,741-79-7097,LISA,STOKES,1958-12-18,333 KELLY GATEWAY,ELLISONSHIRE,WV,56436,4086059831,2022-04-19,9521.68,20218.49
762244,177-11-3254,KAREN,LONG,2001-04-25,12376 CHARLES MOUNT,BRIANNAVIEW,WV,21479,9067294193,2011-09-26,8492.21,10976.21
770761,493-15-7677,JEREMY,OLSON,1955-05-19,64752 KING COVE APT. 096,SOUTH LINDSEYBURY,PA,03967,2995284524,2014-01-18,8748.1,640.36
339328,794-81-8195,MARTIN,SMITH,1945-12-28,219 KEVIN SHORES,NEW MELISSAFORT,OH,78001,524.679.25,2013-04-20,5588.54,3642.35
181349,382-63-1503,SARA,SMITH,1992-01-25,0676 SUZANNE FREEWAY APT. 998,GOMEZSTAD,PA,81439,7257784640,2021-02-01,2409.13,22368.39
627228,606-24-2005,JENNIFER,WOODS,1967-02-07,84672 MICHAEL FORGE,JILLIANLAND,OH,77257,4286222501,2019-06-07,13679.73,8186.36
817096,832-33-8671,JOHNATHAN,WHITE,1940-06-16,34149 BROOKE TURNPIKE,NEW JACQUELINECHESTER,WV,52198,2707266045,2023-02-19,4949.74,40939.43
323088,738-25-1666,DEBORAH,SMITH,1955-05-06,19335 AMBER FALL,EAST KENNETH,OH,61276,4199360060,2014-10-23,7517.72,33380.12
780933,720-82-6875,DANIEL,COHEN,1968-01-07,6264 JEANNE STATION,ALEXSHIRE,WV,43173,472.534.61,2022-05-24,11222.8,41299.73
826957,846-47-7218,DANNY,DAY,1993-06-27,1642 JENNIFER LOAF SUITE 441,SOUTH GUY,WV,62087,+126865760,2023-06-21,11079.22,28743.16
256000,339-51-9306,CRAIG,PIERCE,1940-12-09,9993 KEVIN FALLS,EAST JUSTINBURY,OH,58866,8446172345,2015-12-24,2168.21,23707.69
624141,415-14-7128,KELLY,HERRERA,1990-04-12,68904 THOMPSON PATH SUITE 410,NEW MATTHEWHAVEN,OH,44700,+125754216,2017-01-02,8340.85,2469.05
771057,533-24-3258,KEVIN,MATHIS,1982-10-12,3788 HILL MOUNT,SOUTH JESSICALAND,OH,71572,0016753646,2024-09-02,9130.16,35940.15
130978,870-60-5576,EDWARD,ALVAREZ,1986-11-28,84507 SMITH FREEWAY,ROBERTCHESTER,PA,04861,9035374698,2018-10-25,9859.57,15234.64
738693,548-32-6784,DEREK,MOSS,1968-03-13,419 KELLIE MISSION SUITE 538,ERICATON,WV,51253,739.763.42,2012-08-31,592.73,44800.79
912786,709-70-2889,MARIA,BENSON,1943-08-02,186 JOHNSON LOCK APT. 201,HINESSHIRE,WV,89127,4739992891,2025-01-30,6758.68,5785.81
170702,350-75-9223,KAYLA,BARTON,1955-06-19,0864 JACKSON RADIAL,ERICBOROUGH,PA,94605,0017988313,2013-04-16,14195.26,48512.58
480344,450-86-4649,CHRISTINA,WEISS,1969-06-17,4982 HALL PASSAGE,DONNABURY,PA,07618,0016215781,2023-07-21,3310.39,31032.28
435112,843-31-2139,KATHERINE,MORSE,1946-08-06,281 SMITH MISSION APT. 170,SOUTH CRYSTAL,PA,06075,403.408.80,2023-02-02,7074.58,38345.15
761369,222-88-2205,MEGAN,NGUYEN,2003-12-16,2889 BEAN FERRY,WELCHLAND,OH,10365,2802691961,2017-06-10,4620.19,9768.2
690087,255-27-6262,CYNTHIA,BROCK,2007-03-16,44435 MCCOY FERRY SUITE 587,NORTH GREGORYPORT,OH,87260,+172452536,2017-05-13,12623.97,7290.37
555918,556-45-9503,MACKENZIE,MCINTOSH,1943-08-05,702 ALLEN ISLAND APT. 405,JEFFREYCHESTER,PA,34034,718.975.40,2024-09-06,14766.74,2891.12
621946,653-46-9419,RICARDO,HERNANDEZ,1953-01-11,60667 CAMPBELL CLIFFS,WEST BONNIE,PA,74811,422.204.29,2024-10-28,1570.76,42913.04
168737,418-91-6686,ASHLEY,RUSSELL,1952-06-15,9992 JASON TERRACE SUITE 688,MCKINNEYMOUTH,PA,80574,4562041348,2013-08-06,8911.22,49503.22
396958,501-98-9108,ALLISON,LOPEZ,1991-07-30,26000 KEITH CAUSEWAY,SPEARSBERG,PA,81364,0019147304,2012-07-31,7903.1,27049.57
555591,118-69-1607,BRITTANY,FERNANDEZ,1983-06-01,2240 OLIVER STATION APT. 082,WEST MARIE,PA,04561,0018764691,2018-08-09,13626.38,44191.97
999232,302-78-5272,NATASHA,MILLER,1984-05-25,079 ORTIZ PINE,ARMSTRONGFORT,WV,20546,0019407434,2017-12-12,14285.04,49516.43
213592,744-19-1536,JAMES,JACKSON,1973-05-06,36192 DWAYNE ISLE APT. 938,LEEMOUTH,PA,05785,242.644.47,2024-12-23,5097.93,15608.51
147711,418-28-8021,ROBERT,ANDERSON,1954-12-05,76519 KRISTIN ROADS,LAKE ANGELASTAD,OH,12274,332.789.51,2021-07-12,6654.53,32094.41
484711,134-84-4781,LINDSEY,MORRIS,1996-05-21,9653 SANDRA CAUSEWAY SUITE 700,ALEXBURY,OH,02152,0014453418,2022-02-17,5435.7,39170.37
707526,660-51-7944,KATIE,RODGERS,1942-04-23,864 DONNA PLACE APT. 265,NEW HEIDI,OH,12368,9466933356,2022-01-10,1271.88,43260.85
376052,675-49-3890,MARY,FREEMAN,1973-12-22,92019 AMBER STREAM SUITE 311,LAKE MELISSA,OH,19540,8615158485,2016-08-23,2685.44,7397.11
826806,786-65-9294,KENNETH,GIBSON,1986-02-02,05397 THOMAS GROVES,JENNIFERPORT,WV,63448,0017085231,2012-07-30,2148.27,13359.89
557237,370-87-2625,RICK,WRIGHT,1987-05-29,53026 JODI HOLLOW APT. 257,SMITHFURT,PA,68256,2054063066,2019-12-15,2404.3,18473.76
784566,784-29-5293,BRIANA,SMITH,1954-04-22,120 DANIELLE DIVIDE,DEREKVIEW,PA,44930,3374597953,2018-08-06,10348.66,12071.72
895769,350-25-9055,BRADLEY,ROY,1971-02-10,5449 BRADLEY HEIGHTS SUITE 453,NORTH ANGELASIDE,PA,16331,0018894655,2012-06-11,6413.52,21884.09
974163,400-31-1775,CHRISTINA,WILLIAMS,1987-02-26,36162 WEAVER BURGS SUITE 047,PORT ROBERT,WV,53729,3237515850,2020-10-14,13826.45,6985.81
915501,193-36-8171,CYNTHIA,DAVIS,1973-05-24,6058 ARMSTRONG LANDING,EAST JONATHAN,WV,10338,839.654.79,2011-05-31,2334.23,18156.41
843035,546-80-4904,JENNIFER,MARTINEZ,2003-01-29,898 GRAHAM SUMMIT,MELANIEFURT,OH,76619,965.661.83,2020-11-23,1878.01,39646.31
934452,881-82-1034,BRANDON,LOPEZ,1956-02-10,1843 LINDA COURTS APT. 209,RYANBURY,PA,28945,629.673.23,2015-06-06,9837.61,2062.29
765368,476-94-2225,KATHRYN,OCHOA,2003-02-27,9924 SCOTT FREEWAY APT. 385,NORTH DERRICK,OH,90417,5095140169,2025-01-07,10529.52,45170.74
932303,799-71-1073,TROY,JONES,1979-10-13,075 ATKINS ISLE,HANNAHBERG,WV,51488,5753699913,2025-05-14,7457.87,7790.19
703746,803-65-3863,JASON,MOORE,1992-03-10,227 MCDONALD FORGE APT. 168,SOUTH RICHARDPORT,OH,96198,707.403.85,2022-12-16,2417.29,20923.96
793684,861-57-3815,DANIELLE,MOODY,1959-10-29,74067 HUNTER MEADOW,FISHERSTAD,OH,75103,7628003638,2017-04-24,11910.28,10784.89
713954,447-39-6860,LESLIE,TUCKER,1979-06-16,399 GOODMAN VILLAGES,MEGANLAND,PA,34276,+148680995,2021-10-10,1847.57,35031.49
338361,519-47-9397,THERESA,SCOTT,1965-07-03,28981 MARK HEIGHTS,JEREMYTOWN,OH,01036,0016124762,2018-02-26,9878.21,30668.18
112431,459-85-6477,TRAVIS,BOONE,1992-04-01,37887 MARK PLAINS,CARLOSHAVEN,OH,06985,8132495647,2019-02-08,6917.8,13931.2
691529,455-32-8999,LAURA,LEE,1985-09-19,97236 BRENT PLAINS,NEW NICOLECHESTER,PA,11468,7629016555,2023-12-03,4025.22,1276.33
667806,710-37-3306,MICHAEL,ESPARZA,1951-04-20,4000 MILLS JUNCTION SUITE 824,WEST CHARLESFURT,WV,46756,9516224441,2013-08-14,9978.61,32262.45
995392,648-53-8459,RICHARD,FERGUSON,1968-07-19,7017 SUSAN LODGE,NORTH NICOLE,PA,39599,5232860205,2019-04-09,14645.51,46731.27
251431,539-32-4040,BRANDY,HAMILTON,1944-02-05,797 MARY JUNCTION APT. 841,WEST PAUL,OH,35929,704.950.73,2019-05-13,3839.05,5981.98
690241,429-72-7608,COURTNEY,DUNN,1949-02-20,29442 LAURIE COURSE SUITE 892,ABIGAILTOWN,WV,61927,942.603.19,2024-12-06,5774.11,26212.3
155315,505-27-8152,DANIEL,PARKER,1974-07-06,482 ADAM PIKE APT. 958,HORTONVIEW,WV,14397,0018626332,2024-07-08,7383.12,33072.48
549322,720-82-2008,JASON,SWEENEY,1969-10-01,6293 NATHAN VALLEYS,SOUTH AMBERBERG,WV,39154,0015264559,2017-09-13,1542.13,25805.18
558816,141-92-2675,SHANNON,SHAW,1978-12-26,37900 STEWART GROVES,BROWNSIDE,OH,37275,379.254.17,2011-08-04,10982.7,15309.01
856805,508-81-6657,BRANDY,FLORES,1980-07-25,8962 SERRANO FORDS SUITE 887,HARRISTOWN,WV,20889,4763123961,2018-10-21,3114.16,984.34
746289,795-50-9214,LINDSAY,GARCIA,2002-09-22,182 DEBORAH OVERPASS APT. 669,PORT DAVIDMOUTH,PA,77327,5375298268,2015-02-25,12410.73,45688.32
294769,765-66-2430,RACHEL,MORSE,1956-02-03,67578 ATKINS TUNNEL APT. 355,SMITHFORT,PA,58468,712.931.55,2017-10-09,8756.27,48698.63
780442,689-61-7889,CARRIE,WILEY,1954-09-25,440 RICHARDSON PASS APT. 114,WEST PAMTON,WV,85881,0018123350,2019-11-12,8855.6,12071.19
225124,179-68-6548,AMANDA,RUSSO,1949-04-04,456 BAKER MOUNTAINS SUITE 036,MCKAYTOWN,WV,09203,7329957378,2020-07-14,10953.4,41887.54
219619,104-88-8922,JESUS,HICKS,2004-12-28,029 MARK LAND,DAWNBURY,PA,30207,5418651854,2015-02-04,14728.86,48871.7
814680,127-69-8755,LAURA,BRADFORD,1987-10-22,15958 SANTOS ROAD SUITE 491,BROWNTOWN,WV,44629,3226181698,2020-08-11,13896.27,48513.62
584476,282-59-9363,PAUL,PRESTON,1987-07-20,377 JOHNSON CROSSROAD APT. 864,EAST KELLI,OH,04259,5658099621,2021-10-15,7035.33,47096.57
767287,119-19-1132,VERONICA,GUTIERREZ,2004-05-14,56342 DENNIS VISTA,EAST ERIN,WV,29360,9997801376,2011-09-05,7390.39,40549.75
952973,494-92-7702,EDWARD,TORRES,1994-12-18,4092 JOHN WALKS,BRYANPORT,WV,52333,8645260186,2021-08-15,14948.47,2118.61
537718,575-26-7568,DAWN,ENGLISH,1982-09-08,227 BENNETT GREENS APT. 490,EAST SARASIDE,OH,42886,8259513444,2019-03-09,2807.21,30585.84
995079,798-38-5967,KEVIN,FISCHER,2004-08-25,5461 PARKS HIGHWAY,EAST MICHAEL,OH,15503,6972887953,2017-02-15,681.97,48972.22
933212,309-24-9723,CODY,LEE,1987-01-31,001 HANNA CORNER SUITE 391,CHRISTOPHERLAND,WV,33291,367.986.21,2018-06-18,1807.62,12462.6
829535,339-31-5835,RODNEY,ANDERSON,1991-05-05,8026 JOHN VALLEYS,WEST SHERIBURGH,PA,93133,0017302600,2021-09-16,5520.75,29734.69
941278,113-48-8873,CODY,KRAMER,1941-06-14,0151 FLORES RADIAL APT. 016,OROZCOBOROUGH,PA,97518,222.722.40,2025-01-03,6441.97,1784.91
986707,660-93-8895,JOCELYN,TODD,1997-06-01,48433 JAMES ROW,WEST HUNTER,OH,50155,7324394564,2022-03-08,11444.02,2425.78
662942,666-35-7654,KENNETH,RAMOS,1993-07-10,9866 JOSEPH SUMMIT,LAKE LISASTAD,WV,32943,3777349852,2016-02-28,11107.65,48944.72
875351,120-36-3003,MARVIN,BOONE,1957-10-14,53809 BUTLER COVE SUITE 753,SOUTH MELINDA,PA,91985,8244746653,2023-10-04,2279.48,31380.14
397503,453-36-1830,JASMINE,FRITZ,1973-03-05,1571 DANIELLE WAY,TAPIASIDE,OH,29940,8434468586,2019-09-21,10080.05,23750.67
332357,567-58-8688,PAMELA,PAYNE,1984-04-15,53811 PRINCE PASSAGE APT. 710,NORTH TYLER,PA,27792,226.407.20,2012-05-12,10133.37,17149.45
584557,373-17-7055,TIFFANY,WERNER,1966-09-03,476 MARCUS HARBORS,LAKE BELINDA,WV,83447,9644563391,2018-03-07,6020.02,37780.21
809700,680-46-9591,ELIZABETH,HOLDER,1947-01-24,649 DAVIS LODGE SUITE 068,EAST MARK,WV,79154,3018612590,2011-02-07,8682.46,21721.95
524902,373-65-1590,KAREN,LEE,1955-05-06,76734 JUAN VIEWS SUITE 101,SNYDERBOROUGH,OH,05442,3482116049,2024-01-01,7549.51,23052.02
657009,500-45-4431,BENJAMIN,MORENO,1996-02-02,1680 NANCY RAPIDS APT. 342,PORT KAYLAVIEW,WV,66291,0019543842,2013-09-04,10348.66,17726.5
372846,843-88-8178,AMY,BROWN,1961-08-15,17132 BRANDI INLET APT. 247,EAST TARAHAVEN,OH,73330,+151481128,2016-04-21,12963.57,25349.82
374257,848-19-4159,MICHELLE,LOPEZ,1944-06-21,74916 KIMBERLY HEIGHTS,EAST DARLENE,PA,16094,8404131535,2022-10-22,10455.64,25440.97
668156,538-93-8828,MATTHEW,MURILLO,1951-07-12,410 CYNTHIA HAVEN SUITE 179,ABIGAILSTAD,WV,56327,8949899300,2016-01-21,10458.81,27433.68
165932,863-95-6660,WILLIAM,TANNER,1997-07-06,1726 ANDERSON SHOAL,RICHARDTOWN,WV,34447,8074001441,2023-10-01,5550.35,4194.25
920257,704-43-3687,ADAM,LITTLE,1994-11-10,904 TODD PLAIN APT. 076,EAST WALTER,OH,15092,4524232822,2023-08-04,7653.69,31682.5
828251,142-67-3324,ALICIA,HOWARD,1980-10-20,04108 CHAVEZ UNIONS APT. 351,EAST MICHAELTOWN,WV,41712,857.622.89,2024-12-10,8756.55,19366.87
400843,825-79-7137,ANGELA,WILLIAMS,1991-03-21,28010 GARCIA HEIGHTS,JOHNLAND,WV,80882,4283144786,2018-01-23,8132.09,47574.58
939081,723-54-5366,ROBERTA,DAY,2005-06-03,8912 JEFFREY SHORE,KINGBURY,PA,94937,6992055855,2025-01-24,7881.97,29019.66
969513,820-43-8817,ASHLEY,WILLIAMS,1959-11-11,986 NICHOLAS STREAM,SOUTH MARTINMOUTH,WV,32035,474.957.01,2020-07-21,2383.93,22877.13
879836,446-17-2161,CESAR,MATTHEWS,1977-02-12,3084 TIMOTHY LOCKS,LAKE CHLOE,WV,52637,6444772508,2014-09-14,12961.79,34251.59
530617,260-33-4011,SHAWN,MARTINEZ,1947-02-12,3691 NICHOLS ISLAND SUITE 490,THOMPSONFORT,OH,74307,7026425703,2020-03-12,6749.2,3719.2
374457,529-76-7018,SANDRA,TAYLOR,1965-11-25,0296 WHITE SPURS,SOUTH ERICFORT,PA,39231,4923204167,2016-05-01,9809.09,17314.77
214819,614-38-1582,JASON,GARRISON,1996-04-27,25031 BRENDA PARKWAY APT. 485,EAST EDWARDCHESTER,PA,12981,+139021933,2019-04-28,3198.92,36615.9
770623,602-82-1912,MATTHEW,GARCIA,1949-07-15,4718 GOMEZ RAPID SUITE 079,EAST AARON,OH,45606,0016329316,2012-05-14,13043.69,14822.78
948212,194-94-5247,KENNETH,SHERMAN,1952-11-28,77666 BROWN FALL,WONGCHESTER,WV,09269,2098281578,2012-07-29,6485.29,3531.73
704544,167-66-9225,CHAD,WILSON,1972-02-17,67635 DEREK FLAT SUITE 185,NORTH MISTY,OH,50118,+168458563,2017-05-26,7886.37,21119.45
318840,811-15-1854,MATTHEW,ODONNELL,1978-05-05,13246 GREENE ROAD,JAMESBOROUGH,WV,17122,584.417.83,2023-08-29,14627.47,45884.6
335198,542-62-3635,LISA,LARA,1950-09-22,4267 MONICA LAND APT. 272,LESLIESTAD,WV,29416,675.965.69,2022-10-22,9275.26,10200.48
530380,800-86-9685,BECKY,ERICKSON,1996-01-25,6250 LANE PORT,MURPHYSIDE,PA,44253,5207627672,2014-06-16,1909.49,42698.25
493039,109-93-5449,NATALIE,DELACRUZ,1944-07-21,6502 KRISTIN HIGHWAY,MURRAYTOWN,OH,38102,5795725184,2023-03-18,12031.98,38496.41
538405,285-33-1219,SHERRY,MEZA,1992-03-28,2094 BROWN LOCKS,ROSSMOUTH,OH,02041,2362328630,2022-11-07,979.17,39226.14
932611,613-11-5035,KERRI,KANE,1953-06-08,7960 SHEENA SPURS,JIMENEZLAND,PA,91899,460.254.94,2023-02-08,11976.57,28850.8
863398,490-92-4914,DANIEL,LOPEZ,1957-05-19,93500 DANIEL ISLE SUITE 617,KRISTINHAVEN,WV,94269,0012086038,2016-05-15,12377.4,41855.08
303569,627-46-5503,WILLIAM,JONES,1954-02-12,81483 COLLINS ISLAND SUITE 803,NEW DANIELLEVILLE,OH,53364,456.947.17,2018-12-23,647.17,12178.86
781533,504-18-5180,JACQUELINE,WEBB,1946-08-03,58668 RODRIGUEZ PORT,SERRANOFURT,WV,57981,7985332617,2019-06-01,8483.56,29033.63
654357,330-31-4602,ROBERT,GONZALES,1949-10-16,53399 JUSTIN LOAF SUITE 217,ROGERSTON,WV,09221,+175854668,2021-11-26,1373.97,22884.93
632437,290-43-1543,RUSSELL,CASTRO,1983-08-13,1502 MARTINEZ PATH SUITE 461,NORTH LINDA,WV,61726,408.997.20,2012-05-29,5971.61,41191.41
445770,675-69-4200,KATHLEEN,CARTER,1961-04-15,863 KIMBERLY CIRCLE APT. 712,NORTH MARGARETVIEW,WV,18957,944.373.05,2019-05-02,3341.86,33384.56
837475,873-64-9303,THOMAS,BENNETT,1987-11-10,6676 WILLIAMS RIDGE SUITE 833,KIMBERLYTOWN,WV,02790,+145242426,2025-05-10,7285.75,45866.3
606263,420-95-2727,JADE,ELLIS,1964-03-14,3601 VASQUEZ ROUTE APT. 150,NORTH CHADBERG,WV,55427,5086026589,2023-07-20,3731.74,20430.81
503815,346-49-6624,SAMANTHA,HARRIS,1961-04-06,7192 JUSTIN LODGE,HUDSONVIEW,OH,50885,386.964.32,2012-10-15,6187.01,11709.67
643556,385-85-6151,APRIL,COLLINS,1976-03-24,272 SMITH VALLEYS APT. 208,BECKLAND,OH,40372,+186055190,2025-06-03,1971.91,5449.06
466838,718-59-3557,LUKE,FISHER,1984-03-01,9301 BRIAN CAMP,NEW LORISHIRE,PA,31276,4875810480,2018-10-02,6750.47,46306.12
191166,758-83-9061,SHERRY,AVILA,1982-02-03,304 CYNTHIA MALL,DAVISCHESTER,OH,52131,3807812268,2023-09-03,12157.66,41270.75
963618,150-58-3714,RHONDA,ROBINSON,2007-02-25,58330 CRAWFORD FLATS,MONTGOMERYPORT,PA,18786,9898142693,2017-01-01,1835.18,11765.5
944899,644-73-1491,HANNAH,GARCIA,1973-04-09,88363 GARDNER SHORES SUITE 016,SOUTH SANDRA,WV,23031,0012225666,2025-06-09,9975.92,38460.13
323523,323-54-3377,MARK,LOPEZ,2001-12-07,4993 CUNNINGHAM COVES,WEST MATTHEW,OH,62972,772.265.97,2022-03-12,1550.59,32507.21
749860,790-52-2460,DANIEL,VALENTINE,1965-12-12,939 STEPHANIE DAM SUITE 651,MILLERVILLE,PA,40919,960.905.00,2010-11-05,13565.56,11198.67
590615,150-73-2349,DONALD,GONZALEZ,1947-12-29,0186 TREVOR EXTENSION,SOUTH DOROTHYSTAD,WV,20061,2238369318,2020-03-06,7682.59,37812.33
774737,822-20-4544,ANDREW,TAYLOR,1957-05-22,6249 COX MOUNTAINS,VIRGINIAMOUTH,WV,65357,0019145469,2014-05-30,5470.64,31668.58
404051,899-47-1994,JENNY,CAMPBELL,1984-02-27,8348 KRISTIN POINTS APT. 586,PORT ROBERT,WV,65319,966.948.53,2014-12-15,5715.62,29653.42
997205,268-37-3303,ERIK,STEPHENSON,1967-05-17,443 SHEA SPURS,MICHELLETON,PA,47166,6458050928,2017-06-18,7982.12,43846.14
356447,301-21-9905,JUAN,HARDIN,1991-02-24,077 ROBIN OVERPASS,PORT TERESA,OH,41753,3507380162,2010-09-01,13829.02,23143.64
850305,366-43-3314,VICTORIA,JOHNSON,1952-03-04,3531 REGINA RANCH,KELSEYBURY,PA,29834,0014798531,2018-11-12,3909.96,29680.6
286787,345-37-5231,MARY,JAMES,1952-01-19,08573 ANGELA SPRINGS SUITE 545,WEST CRYSTALCHESTER,PA,05872,+151993511,2013-05-23,1934.95,20100.84
700409,820-76-7252,MEGAN,PERRY,1953-03-07,6121 RIVAS LANDING SUITE 264,EAST KARENTOWN,WV,67832,5813876209,2024-06-09,4577.07,21975.72
421803,160-71-1263,CARLA,DODSON,1969-03-25,45059 SAMANTHA CROSSROAD SUITE 731,PORT JASON,WV,30536,0015888804,2022-05-18,8276.56,43947.92
975560,676-45-1742,JOHN,SANCHEZ,1948-08-09,7672 DANIEL ISLE SUITE 904,JAMESLAND,PA,68833,0019349369,2016-09-18,3748.34,24753.4
602024,510-51-4561,FELICIA,WILSON,1985-05-14,265 RENEE FOREST APT. 816,LAKE CHRISTINA,OH,97971,5878392219,2017-07-03,2835.75,15758.59
927041,501-46-4296,KIMBERLY,WILSON,1941-06-04,877 SCOTT HIGHWAY,MELISSALAND,PA,49411,404.845.00,2023-11-26,2331.14,32895.99
161574,876-50-9500,JULIE,COLLINS,1963-02-20,95867 WILLIAMS RUN,WEST ALANBOROUGH,OH,36302,5754418236,2012-02-05,1756.19,34843.93
178539,370-28-4588,JOHN,BROOKS,1946-06-07,20138 MICHAEL FREEWAY APT. 083,PORT EMILYHAVEN,WV,16433,0012639603,2011-04-15,13070.74,43775.86
967096,437-36-1793,ANDREW,ANDERSON,1957-01-25,70716 JOSEPH LAKES,PORT DESTINYSIDE,OH,80016,6127370851,2012-09-20,10242.13,49500.95
200916,697-81-7122,RANDALL,MORGAN,1995-07-16,6713 GRIFFIN SPUR,LAKE KARINAHAVEN,WV,66099,2267395612,2018-10-06,14457.72,43371.05
255990,414-82-1237,MELISSA,WOODS,1959-01-28,23461 PHILLIPS LOCK,THOMPSONCHESTER,WV,27343,0014306411,2021-08-26,4853.63,28756.01
113960,374-30-8575,JARED,LEBLANC,1957-05-28,6568 WATKINS ORCHARD,EAST NICHOLASSIDE,OH,30821,5043837936,2025-05-31,904.1,31626.67
234156,205-58-2817,BRITTNEY,STANLEY,1950-12-30,5934 BRADLEY GREENS,SOUTH JULIABERG,OH,76392,9183722824,2021-01-16,6208.15,36217.51
